  216,
   18.345952,
    17.874,     0.308,     0.054,
    17.191,    -0.410,     0.192,
    18.589,     0.224,     0.747,
     0.412,    18.327,     3.702,
    -0.351,    18.537,     3.090,
     0.088,    18.315,     4.647,
    18.160,    17.944,     6.384,
    18.675,    18.259,     7.181,
    17.231,    18.313,     6.420,
     0.145,    18.250,     9.246,
     1.128,    18.122,     9.114,
    -0.057,    18.284,    10.225,
    18.286,     0.112,    11.994,
    17.538,    -0.472,    12.308,
    18.091,     1.062,    12.238,
     0.435,     0.280,    15.895,
     0.105,     0.288,    16.839,
    -0.292,    -0.044,    15.290,
     0.111,     3.056,     0.075,
    -0.592,     3.590,    -0.395,
     0.004,     2.088,    -0.154,
     0.376,     3.730,     2.960,
     1.273,     3.300,     3.065,
     0.004,     3.507,     2.059,
     0.178,     3.617,     5.893,
    -0.074,     4.575,     6.030,
    -0.073,     3.336,     4.966,
     0.489,     2.899,     9.510,
     0.038,     2.913,    10.403,
     0.451,     1.973,     9.133,
    18.130,     2.978,    12.245,
    19.116,     3.145,    12.261,
    17.754,     3.113,    13.161,
    17.958,     3.239,    15.022,
    17.931,     4.236,    14.963,
    18.318,     2.967,    15.914,
     0.423,     6.644,     0.120,
     0.516,     6.723,     1.113,
     1.326,     6.525,    -0.291,
    18.261,     6.571,     2.884,
    18.657,     5.672,     3.069,
    17.295,     6.468,     2.648,
    18.238,     6.396,     5.658,
    18.919,     6.318,     4.930,
    18.389,     7.244,     6.166,
    18.207,     5.589,     9.093,
    19.012,     6.130,     8.848,
    18.479,     4.641,     9.254,
    18.199,     6.031,    12.312,
    18.678,     5.458,    11.647,
    17.224,     5.809,    12.304,
    17.947,     6.222,    15.061,
    18.398,     7.008,    15.484,
    18.245,     6.138,    14.111,
     0.092,     9.431,    18.067,
     1.079,     9.349,    18.203,
    -0.324,     8.522,    18.087,
    18.251,     9.191,     2.599,
    18.578,     8.266,     2.795,
    17.942,     9.241,     1.650,
     0.166,     9.255,     6.567,
     0.603,     9.200,     7.464,
     0.618,     9.958,     6.018,
     0.755,     9.264,     9.284,
     1.716,     9.485,     9.452,
     0.296,     9.087,    10.154,
     0.088,     8.969,    12.272,
     1.075,     8.868,    12.398,
    -0.360,     8.089,    12.426,
     0.611,     9.059,    14.975,
     0.085,     9.718,    15.513,
     0.303,     9.082,    14.024,
    17.997,    12.318,    18.249,
    18.256,    11.362,    18.383,
    18.732,    12.911,    18.578,
     0.468,    11.660,     3.609,
     0.385,    10.795,     3.114,
    -0.432,    12.089,     3.682,
    17.841,    12.248,     6.331,
    17.848,    12.046,     7.311,
    18.781,    12.353,     6.006,
    18.004,    12.255,     9.164,
    18.718,    11.618,     9.454,
    18.273,    13.188,     9.404,
    18.331,    12.843,    12.665,
    18.608,    12.316,    13.469,
    17.525,    12.419,    12.251,
     0.024,    12.202,    15.616,
    -0.324,    13.022,    15.162,
    -0.055,    12.310,    16.607,
     0.249,    15.112,    18.296,
    -0.019,    15.139,    19.258,
     1.199,    15.414,    18.206,
    18.221,    15.574,     2.785,
    18.828,    16.362,     2.891,
    18.376,    14.932,     3.536,
    18.258,    15.301,     5.812,
    18.277,    16.288,     5.976,
    18.789,    14.836,     6.520,
     0.333,    14.760,     9.567,
     0.586,    15.129,    10.461,
    -0.325,    15.371,     9.127,
    18.171,    15.471,    12.465,
    18.183,    14.472,    12.432,
    18.326,    15.776,    13.405,
     0.204,    15.523,    15.638,
     0.462,    15.208,    16.551,
    -0.770,    15.353,    15.489,
     2.440,     0.205,    17.998,
     2.584,     0.065,    17.018,
     2.755,     1.120,    18.254,
     3.252,    17.939,     3.380,
     2.286,    18.190,     3.434,
     3.333,    16.973,     3.131,
     2.907,     0.320,     6.090,
     3.165,     1.283,     6.172,
     2.418,     0.178,     5.229,
     2.888,    18.025,     9.409,
     3.002,    17.213,     8.837,
     3.735,    18.557,     9.405,
     2.640,    18.344,    12.395,
     2.985,    18.006,    11.520,
     1.663,    18.542,    12.314,
     3.527,     0.031,    15.371,
     3.681,     0.340,    14.432,
     3.377,    -0.958,    15.375,
     2.844,     2.928,    18.014,
     1.940,     3.185,    18.356,
     2.896,     3.122,    17.034,
     3.212,     3.368,     3.245,
     3.070,     4.288,     2.878,
     4.192,     3.174,     3.285,
     2.676,     2.898,     6.117,
     1.734,     3.170,     6.314,
     2.861,     3.021,     5.142,
     3.045,     3.251,     8.885,
     2.977,     3.197,     7.889,
     2.152,     3.059,     9.291,
     2.601,     3.288,    12.235,
     2.910,     4.206,    11.988,
     3.192,     2.609,    11.800,
     2.613,     3.069,    15.243,
     2.837,     2.095,    15.274,
     2.419,     3.336,    14.299,
     3.205,     6.257,    18.227,
     3.172,     5.947,    17.277,
     4.146,     6.203,    18.562,
     3.265,     5.977,     3.025,
     2.939,     6.901,     2.825,
     3.374,     5.869,     4.013,
     3.342,     6.079,     6.050,
     3.367,     5.087,     6.178,
     3.532,     6.532,     6.921,
     2.751,     6.576,     9.003,
     2.667,     7.558,     9.172,
     3.702,     6.295,     9.133,
     3.751,     6.387,    12.771,
     3.481,     7.326,    12.560,
     4.677,     6.221,    12.430,
     2.709,     5.747,    15.569,
     2.754,     4.748,    15.600,
     2.606,     6.047,    14.621,
     2.705,     9.169,     0.077,
     2.994,     9.600,    -0.778,
     2.896,     8.188,     0.037,
     2.948,     8.823,     3.199,
     2.750,     9.510,     2.500,
     3.844,     8.415,     3.022,
     3.304,     9.548,     6.136,
     2.810,     9.184,     5.347,
     4.286,     9.411,     6.006,
     3.618,     9.074,     9.132,
     4.616,     9.020,     9.166,
     3.339,     9.597,     8.327,
     2.971,     9.178,    11.842,
     3.473,     9.136,    10.978,
     2.958,    10.121,    12.175,
     3.285,     9.575,    15.766,
     2.353,     9.314,    15.516,
     3.918,     9.284,    15.049,
     2.654,    13.108,    18.177,
     2.803,    14.096,    18.198,
     3.152,    12.679,    18.930,
     3.262,    12.531,     3.037,
     2.378,    12.161,     3.323,
     3.997,    12.012,     3.474,
     2.450,    12.256,     6.478,
     2.720,    11.317,     6.265,
     3.113,    12.891,     6.081,
     2.386,    11.742,     9.271,
     3.238,    12.146,     9.606,
     2.266,    11.974,     8.306,
     2.916,    11.759,    12.679,
     2.242,    12.350,    12.235,
     3.425,    12.287,    13.360,
     3.276,    12.799,    15.514,
     3.050,    12.944,    16.477,
     2.846,    11.955,    15.193,
     2.900,    15.773,    18.339,
     3.086,    16.700,    18.012,
     3.063,    15.730,    19.325,
     2.938,    15.272,     2.831,
     2.962,    14.302,     2.586,
     3.130,    15.374,     3.807,
     3.361,    15.880,     5.634,
     3.486,    16.872,     5.627,
     3.075,    15.586,     6.546,
     3.286,    15.466,     8.417,
     2.727,    14.769,     8.866,
     4.181,    15.514,     8.861,
     2.749,    14.972,    12.216,
     2.001,    15.581,    11.952,
     2.923,    15.063,    13.197,
     3.031,    15.570,    14.871,
     2.046,    15.740,    14.823,
     3.193,    14.647,    15.221,
     6.041,     0.373,     0.000,
     6.080,     1.367,     0.101,
     6.013,     0.138,    -0.972,
     6.398,    18.192,     2.829,
     5.709,    17.649,     3.309,
     6.182,    18.216,     1.853,
     5.375,    17.971,     7.303,
     4.545,    18.512,     7.169,
     5.871,    17.902,     6.437,
     6.047,     0.412,     9.851,
     5.915,     1.398,     9.744,
     6.155,    -0.009,     8.950,
     5.729,     0.444,    12.445,
     5.292,    -0.417,    12.708,
     5.896,     0.446,    11.459,
     6.537,    18.222,    15.599,
     5.797,    18.827,    15.305,
     6.236,    17.271,    15.534,
     5.524,     3.117,     0.322,
     5.657,     4.005,    -0.119,
     4.569,     2.837,     0.227,
     6.013,     2.714,     3.089,
     5.892,     2.905,     2.115,
     5.811,     1.751,     3.267,
     6.117,     3.090,     6.491,
     5.744,     3.962,     6.175,
     7.091,     3.045,     6.269,
     5.893,     2.980,     9.158,
     4.933,     3.096,     9.415,
     5.971,     2.953,     8.162,
     6.351,     3.189,    12.501,
     7.348,     3.159,    12.420,
     6.008,     2.279,    12.734,
     6.124,     3.116,    15.221,
     6.274,     3.483,    14.303,
     5.894,     3.862,    15.845,
     5.941,     6.066,     0.220,
     6.408,     6.794,     0.724,
     6.267,     6.053,    -0.725,
     6.844,     6.166,     3.167,
     6.427,     5.257,     3.180,
     7.812,     6.084,     2.930,
     6.132,     5.864,     6.155,
     7.123,     5.882,     6.284,
     5.900,     6.307,     5.289,
     5.979,     5.628,     8.741,
     6.220,     5.929,     7.818,
     6.110,     4.640,     8.814,
     6.181,     5.920,    11.591,
     6.084,     5.012,    11.999,
     5.988,     5.867,    10.611,
