  125,
   15.521412,
     0.303,     0.404,     1.568,
     1.068,     0.638,     0.969,
    -0.505,     0.204,     1.014,
    13.105,     0.381,     3.643,
    13.893,     0.600,     3.069,
    12.321,     0.159,     3.064,
    14.930,     0.368,     5.536,
    15.767,     0.382,     4.988,
    14.135,     0.420,     4.931,
     0.360,    14.407,    10.755,
     1.182,    14.717,    10.277,
    -0.311,    14.083,    10.089,
     0.047,    13.983,    14.010,
     0.794,    13.642,    13.439,
    -0.721,    14.252,    13.429,
    13.827,     2.565,     1.153,
    14.569,     2.819,     0.532,
    13.095,     2.124,     0.635,
     0.191,     3.290,     3.295,
     1.005,     3.554,     2.778,
    -0.544,     3.050,     2.661,
     0.281,     3.531,     7.783,
     1.096,     3.521,     7.203,
    -0.537,     3.528,     7.207,
    14.258,     1.943,     9.561,
    15.119,     2.149,     9.097,
    13.597,     1.591,     8.898,
     0.241,     3.341,    14.396,
     1.088,     3.716,    14.018,
    -0.397,     3.144,    13.652,
     1.366,     7.082,     0.784,
     2.212,     7.010,     0.256,
     0.593,     7.204,     0.161,
     0.113,     6.661,     3.455,
     0.733,     6.997,     2.746,
    -0.748,     6.374,     3.036,
     1.276,     6.834,     5.853,
     2.194,     6.933,     5.470,
     0.628,     6.637,     5.117,
    14.587,     4.913,    10.371,
    15.248,     4.634,     9.674,
    13.770,     5.281,     9.927,
    15.225,     6.981,    14.039,
    16.027,     6.926,    13.445,
    14.396,     6.879,    13.489,
    15.033,     9.538,     1.592,
    15.794,     9.727,     0.972,
    14.194,     9.413,     1.062,
     1.431,     9.540,     3.742,
     2.257,     9.515,     3.179,
     0.626,     9.457,     3.155,
     0.058,    11.166,     5.423,
     0.757,    10.692,     4.889,
    -0.740,    11.344,     4.846,
    14.762,    10.674,     8.540,
    15.377,    10.584,     7.756,
    13.814,    10.675,     8.222,
     1.868,     7.126,    12.240,
     2.823,     7.298,    11.999,
     1.335,     6.979,    11.406,
     0.885,    10.580,    14.896,
     1.788,    10.824,    14.542,
     0.201,    10.701,    14.177,
    14.675,    12.557,     2.474,
    15.642,    12.583,     2.221,
    14.112,    12.602,     1.649,
    14.570,    13.908,     8.419,
    15.392,    14.074,     7.874,
    13.831,    13.600,     7.821,
     1.197,    10.807,    10.529,
     1.990,    11.139,    10.019,
     0.406,    10.755,     9.919,
    14.881,    10.789,    12.565,
    15.688,    10.779,    11.975,
    14.055,    10.773,    12.001,
     2.065,     0.786,    15.037,
     2.913,     0.416,    14.656,
     1.475,     1.100,    14.294,
     1.692,     0.426,     3.846,
     2.647,     0.595,     3.603,
     1.140,     0.377,     3.014,
     1.525,    15.464,     7.626,
     2.295,    15.276,     7.017,
     0.715,    15.683,     7.081,
     3.096,     1.505,     9.255,
     3.828,     1.850,     8.667,
     2.365,     1.124,     8.688,
     5.017,     0.749,    11.185,
     5.726,     0.569,    10.503,
     4.202,     1.109,    10.732,
     4.670,     3.123,    14.893,
     5.484,     3.021,    14.322,
     3.881,     3.331,    14.315,
     3.925,     3.044,     3.450,
     4.784,     2.963,     2.944,
     3.163,     3.110,     2.805,
     1.911,     3.094,     5.468,
     2.726,     3.097,     4.888,
     1.093,     3.085,     4.893,
     6.655,     3.818,     8.763,
     7.385,     3.471,     8.174,
     5.874,     4.089,     8.201,
     1.038,     2.437,    11.286,
     1.797,     2.293,    10.652,
     0.173,     2.383,    10.788,
