  512
  
X         1.887     8.281     8.874
     6.206     2.287     0.729
     5.336     2.650     0.771
     6.368     1.847     2.569
     5.897     1.940     1.683
     4.983     2.061     1.547
     4.525     2.942     1.823
     4.208     3.612     2.372
     5.140     3.531     2.547
     5.200     2.471     2.580
     5.584     2.053     3.340
     4.608     2.514     4.823
     5.568     2.440     4.591
     5.600     3.074     3.927
     4.570     3.172     3.931
     4.521     3.932     4.558
     5.258     3.462     4.992
     5.872     2.860     5.594
     5.865     1.873     6.130
     4.588     2.447     6.685
     5.000     2.895     6.074
     5.552     3.561     6.717
     4.564     3.644     7.096
     5.172     3.004     7.506
     5.867     2.566     6.834
     5.617     1.895     7.497
     5.002     2.040     8.203
     5.282     4.432     9.192
     5.376     5.359     8.984
     4.455     5.709     8.753
     3.947     6.484     9.161
     4.769     6.507     0.032
     5.342     5.745     0.429
     4.522     5.275     0.382
     5.086     4.839     1.098
     6.126     2.891     1.949
     6.241     3.927     2.123
     6.383     4.928     2.309
     5.789     5.722     2.038
     5.623     5.565     2.898
     5.382     4.506     2.796
     5.847     3.924     3.529
     6.495     4.124     4.257
     5.513     4.661     4.239
     5.831     5.678     4.370
     4.965     5.661     4.840
     4.297     5.262     5.288
     5.024     4.573     5.190
     5.331     5.302     5.870
     6.119     5.209     5.246
     5.921     4.205     5.465
     4.624     5.170     6.504
     5.448     4.743     6.677
     5.503     5.729     6.874
     5.087     5.927     7.608
     5.617     5.172     7.831
     6.044     4.519     8.500
     5.977     3.760     7.878
     5.239     4.328     7.557
     5.993     6.649     0.462
     5.502     7.446     0.463
     4.860     7.860     9.376
     4.079     8.263     0.373
     4.830     8.717     0.627
     4.785     7.797     1.072
     5.254     7.032     1.427
     6.279     6.749     1.614
     7.274     7.133     2.095
     6.737     7.462     1.242
     6.141     8.027     1.587
     5.295     7.617     2.105
     4.503     8.116     2.038
     4.780     7.707     2.892
     5.156     7.224     3.666
     4.493     7.829     4.000
     4.895     7.453     5.508
     4.913     8.496     5.413
     5.063     8.886     4.299
     5.565     9.179     5.034
     5.919     8.260     5.176
     5.988     7.198     5.357
     5.973     6.438     6.128
     4.896     6.521     6.077
     4.582     6.996     6.848
     5.420     7.201     7.305
     5.199     7.993     6.797
     4.355     8.643     6.657
     3.967     8.135     7.341
     3.680     7.319     7.835
     4.602     6.974     7.988
     5.343     6.811     8.625
     6.653     9.522     8.078
     7.152     0.439     8.776
     6.906     1.390     9.177
     7.890     1.001     9.199
     7.529     0.185     0.233
     7.491     0.386     1.283
     8.471     0.066     1.392
     8.352     9.027     0.555
     6.825     8.936     2.861
     7.502     0.026     2.278
     8.098     0.782     1.937
     7.504     1.308     2.245
     7.338     1.685     3.035
     8.147     1.514     3.449
     7.605     0.695     3.087
     6.554     0.564     2.960
     8.730     0.201     4.755
     8.290     0.607     3.946
     7.555     1.088     4.584
     8.217     1.163     5.229
     8.435     0.314     5.977
     8.698     8.848     6.315
     8.043     8.127     5.754
     7.266     8.610     5.589
     8.227     0.427     8.030
     8.717     1.281     7.490
     8.313     1.651     8.242
     7.388     1.371     8.063
     7.536     0.869     7.309
     7.727     0.271     6.612
     7.233     0.944     6.208
     7.312     1.526     5.490
     7.085     2.940     0.937
     7.528     2.104     0.561
     8.002     2.915     0.199
     7.750     3.688     9.103
     8.501     3.962     9.448
     8.510     3.740     0.898
     7.903     3.211     1.631
     7.989     2.131     1.596
     8.914     3.198     4.097
     8.803     2.858     3.317
     8.427     2.646     2.419
     7.423     2.428     2.366
     7.732     3.131     2.870
     7.802     2.359     3.429
     6.683     2.530     3.537
     6.417     3.347     2.991
     7.085     2.541     4.535
     8.086     2.758     4.579
     8.489     3.352     5.150
     8.254     4.364     5.316
     7.479     3.766     4.971
     6.927     3.102     5.313
     7.451     2.561     5.843
     7.466     3.566     6.240
     6.950     2.341     6.739
     7.812     2.817     6.891
     7.608     3.628     7.314
     6.699     3.585     7.067
     7.112     3.012     7.774
     6.818     3.622     8.634
     6.946     3.184     9.273
     7.023     2.556     8.693
     6.966     4.119     0.285
     7.751     4.765     0.361
     7.485     5.534     9.392
     6.411     5.313     0.029
     6.846     6.216     0.294
     6.832     5.972     1.313
     6.973     5.020     1.421
     6.180     4.419     1.092
     7.262     4.043     1.300
     7.198     4.202     2.155
     7.158     4.156     3.265
     7.448     5.003     3.123
     7.552     5.517     2.169
     7.093     6.337     2.609
     6.441     5.905     3.213
     6.313     4.913     3.345
     7.963     3.772     3.750
     8.850     4.215     3.838
     8.188     4.901     4.156
     7.247     5.209     4.207
     7.269     4.949     5.077
     7.924     5.364     5.667
     8.807     5.959     5.727
     9.073     6.142     4.805
     6.308     5.263     6.243
     6.731     4.379     6.291
     6.803     4.628     7.313
     6.629     5.658     7.116
     6.136     6.439     7.628
     7.214     6.536     7.581
     7.618     5.461     7.463
     6.730     5.257     8.032
     6.400     6.626     8.780
     7.392     6.606     8.807
     7.133     7.312     0.193
     7.564     7.928     0.872
     7.635     8.060     1.865
     8.581     8.246     1.390
     8.419     7.440     0.862
     8.761     6.680     0.262
     8.303     7.159     1.797
     8.429     7.667     2.532
     8.919     8.515     2.449
     8.010     8.848     2.859
     7.533     8.970     3.615
     7.100     8.200     3.945
     6.646     7.474     3.374
     6.348     6.923     4.099
     7.152     6.185     5.295
     7.937     6.682     5.450
     7.816     7.044     4.467
     7.190     7.663     4.866
     7.330     7.511     5.858
     8.310     7.153     6.332
     7.941     6.314     6.851
     8.875     6.401     6.682
     6.544     7.574     6.811
     7.603     7.661     7.035
     8.224     8.104     7.415
     7.820     8.893     7.984
     7.148     8.356     7.674
     6.837     8.378     8.738
     7.470     7.639     8.291
     8.554     7.806     8.557
