  0.0000   1.0000 
 10.0000   0.8628 
 20.0000   0.7764 
 30.0000   0.7069 
 40.0000   0.6500 
 50.0000   0.5994 
 60.0000   0.5524 
 70.0000   0.5156 
 80.0000   0.4790 
 90.0000   0.4462 
100.0000   0.4144 
110.0000   0.3888 
120.0000   0.3649 
130.0000   0.3420 
140.0000   0.3199 
150.0000   0.3005 
160.0000   0.2808 
170.0000   0.2629 
180.0000   0.2470 
190.0000   0.2309 
200.0000   0.2156 
210.0000   0.2017 
220.0000   0.1898 
230.0000   0.1783 
240.0000   0.1640 
250.0000   0.1524 
260.0000   0.1394 
270.0000   0.1274 
280.0000   0.1176 
290.0000   0.1086 
300.0000   0.1002 
310.0000   0.0908 
320.0000   0.0827 
330.0000   0.0746 
340.0000   0.0668 
350.0000   0.0592 
360.0000   0.0517 
370.0000   0.0445 
380.0000   0.0386 
390.0000   0.0331 
400.0000   0.0281 
410.0000   0.0268 
420.0000   0.0220 
430.0000   0.0180 
440.0000   0.0124 
450.0000   0.0068 
460.0000   0.0019 
470.0000  -0.0012 
480.0000  -0.0057 
490.0000  -0.0092 
500.0000  -0.0116 
510.0000  -0.0143 
520.0000  -0.0155 
530.0000  -0.0149 
540.0000  -0.0153 
550.0000  -0.0152 
560.0000  -0.0126 
570.0000  -0.0117 
580.0000  -0.0100 
590.0000  -0.0116 
600.0000  -0.0101 
610.0000  -0.0094 
620.0000  -0.0083 
630.0000  -0.0072 
640.0000  -0.0048 
650.0000  -0.0052 
660.0000  -0.0074 
670.0000  -0.0093 
680.0000  -0.0081 
690.0000  -0.0100 
700.0000  -0.0108 
710.0000  -0.0107 
720.0000  -0.0117 
730.0000  -0.0124 
740.0000  -0.0143 
750.0000  -0.0174 
760.0000  -0.0197 
770.0000  -0.0203 
780.0000  -0.0219 
790.0000  -0.0232 
800.0000  -0.0218 
810.0000  -0.0198 
820.0000  -0.0160 
830.0000  -0.0115 
840.0000  -0.0074 
850.0000  -0.0057 
860.0000  -0.0030 
870.0000   0.0000 
880.0000  -0.0001 
890.0000   0.0018 
900.0000   0.0050 
910.0000   0.0134 
920.0000   0.0186 
930.0000   0.0218 
940.0000   0.0243 
950.0000   0.0235 
960.0000   0.0242 
970.0000   0.0261 
980.0000   0.0289 
990.0000   0.0339 
1000.0000   0.0323 
1010.0000   0.0337 
1020.0000   0.0354 
1030.0000   0.0357 
1040.0000   0.0352 
1050.0000   0.0351 
1060.0000   0.0340 
1070.0000   0.0325 
1080.0000   0.0302 
1090.0000   0.0281 
1100.0000   0.0289 
1110.0000   0.0295 
1120.0000   0.0276 
1130.0000   0.0256 
1140.0000   0.0223 
1150.0000   0.0201 
1160.0000   0.0189 
1170.0000   0.0171 
1180.0000   0.0155 
1190.0000   0.0154 
1200.0000   0.0118 
1210.0000   0.0089 
1220.0000   0.0052 
1230.0000   0.0026 
1240.0000  -0.0011 
1250.0000  -0.0059 
1260.0000  -0.0100 
1270.0000  -0.0110 
1280.0000  -0.0118 
1290.0000  -0.0160 
1300.0000  -0.0194 
1310.0000  -0.0215 
1320.0000  -0.0214 
1330.0000  -0.0188 
1340.0000  -0.0169 
1350.0000  -0.0175 
1360.0000  -0.0174 
1370.0000  -0.0141 
1380.0000  -0.0129 
1390.0000  -0.0154 
1400.0000  -0.0165 
1410.0000  -0.0153 
1420.0000  -0.0160 
1430.0000  -0.0153 
1440.0000  -0.0137 
1450.0000  -0.0119 
1460.0000  -0.0101 
1470.0000  -0.0111 
1480.0000  -0.0137 
1490.0000  -0.0153 
1500.0000  -0.0163 
1510.0000  -0.0177 
1520.0000  -0.0188 
1530.0000  -0.0192 
1540.0000  -0.0187 
1550.0000  -0.0172 
1560.0000  -0.0156 
1570.0000  -0.0151 
1580.0000  -0.0134 
1590.0000  -0.0103 
1600.0000  -0.0099 
1610.0000  -0.0066 
1620.0000  -0.0037 
1630.0000   0.0005 
1640.0000   0.0052 
1650.0000   0.0088 
1660.0000   0.0110 
1670.0000   0.0114 
1680.0000   0.0116 
1690.0000   0.0119 
1700.0000   0.0111 
1710.0000   0.0106 
1720.0000   0.0090 
1730.0000   0.0095 
1740.0000   0.0101 
1750.0000   0.0126 
1760.0000   0.0126 
1770.0000   0.0115 
1780.0000   0.0115 
1790.0000   0.0107 
1800.0000   0.0082 
1810.0000   0.0075 
1820.0000   0.0062 
1830.0000   0.0062 
1840.0000   0.0065 
1850.0000   0.0050 
1860.0000   0.0020 
1870.0000   0.0022 
1880.0000   0.0016 
1890.0000  -0.0035 
1900.0000  -0.0059 
1910.0000  -0.0096 
1920.0000  -0.0119 
1930.0000  -0.0149 
1940.0000  -0.0204 
1950.0000  -0.0230 
1960.0000  -0.0189 
1970.0000  -0.0162 
1980.0000  -0.0129 
1990.0000  -0.0090 
2000.0000  -0.0057 
