   0.0200    0.9971
   0.0400    0.9968
   0.0600    0.9966
   0.0800    0.9965
   0.1000    0.9963
   0.1200    0.9962
   0.1400    0.9961
   0.1600    0.9959
   0.1800    0.9958
   0.2000    0.9956
   0.2200    0.9955
   0.2400    0.9954
   0.2600    0.9952
   0.2800    0.9951
   0.3000    0.9950
   0.3200    0.9949
   0.3400    0.9948
   0.3600    0.9947
   0.3800    0.9946
   0.4000    0.9945
   0.4200    0.9944
   0.4400    0.9943
   0.4600    0.9942
   0.4800    0.9940
   0.5000    0.9939
   0.5200    0.9938
   0.5400    0.9937
   0.5600    0.9936
   0.5800    0.9934
   0.6000    0.9933
   0.6200    0.9932
   0.6400    0.9931
   0.6600    0.9929
   0.6800    0.9928
   0.7000    0.9927
   0.7200    0.9925
   0.7400    0.9924
   0.7600    0.9923
   0.7800    0.9922
   0.8000    0.9920
   0.8200    0.9919
   0.8400    0.9918
   0.8600    0.9917
   0.8800    0.9915
   0.9000    0.9914
   0.9200    0.9913
   0.9400    0.9911
   0.9600    0.9910
   0.9800    0.9909
   1.0000    0.9908
   1.0200    0.9907
   1.0400    0.9905
   1.0600    0.9904
   1.0800    0.9903
   1.1000    0.9901
   1.1200    0.9899
   1.1400    0.9898
   1.1600    0.9897
   1.1800    0.9895
   1.2000    0.9893
   1.2200    0.9892
   1.2400    0.9891
   1.2600    0.9889
   1.2800    0.9888
   1.3000    0.9887
   1.3200    0.9885
   1.3400    0.9884
   1.3600    0.9883
   1.3800    0.9881
   1.4000    0.9880
   1.4200    0.9879
   1.4400    0.9878
   1.4600    0.9876
   1.4800    0.9875
   1.5000    0.9874
   1.5200    0.9873
   1.5400    0.9872
   1.5600    0.9871
   1.5800    0.9870
   1.6000    0.9868
   1.6200    0.9867
   1.6400    0.9866
   1.6600    0.9866
   1.6800    0.9864
   1.7000    0.9864
   1.7200    0.9863
   1.7400    0.9862
   1.7600    0.9861
   1.7800    0.9860
   1.8000    0.9860
   1.8200    0.9859
   1.8400    0.9858
   1.8600    0.9857
   1.8800    0.9856
   1.9000    0.9855
   1.9200    0.9854
   1.9400    0.9853
   1.9600    0.9852
   1.9800    0.9851
   2.0000    0.9850
   2.0200    0.9849
   2.0400    0.9848
   2.0600    0.9847
   2.0800    0.9846
   2.1000    0.9845
   2.1200    0.9845
   2.1400    0.9843
   2.1600    0.9843
   2.1800    0.9842
   2.2000    0.9841
   2.2200    0.9840
   2.2400    0.9839
   2.2600    0.9838
   2.2800    0.9837
   2.3000    0.9836
   2.3200    0.9835
   2.3400    0.9834
   2.3600    0.9833
   2.3800    0.9832
   2.4000    0.9832
   2.4200    0.9831
   2.4400    0.9830
   2.4600    0.9829
   2.4800    0.9829
   2.5000    0.9827
   2.5200    0.9826
   2.5400    0.9825
   2.5600    0.9825
   2.5800    0.9824
   2.6000    0.9823
   2.6200    0.9822
   2.6400    0.9822
   2.6600    0.9821
   2.6800    0.9820
   2.7000    0.9820
   2.7200    0.9819
   2.7400    0.9818
   2.7600    0.9817
   2.7800    0.9816
   2.8000    0.9815
   2.8200    0.9814
   2.8400    0.9814
   2.8600    0.9813
   2.8800    0.9812
   2.9000    0.9811
   2.9200    0.9810
   2.9400    0.9810
   2.9600    0.9809
   2.9800    0.9808
   3.0000    0.9807
