  125,
   15.745678,
     2.998,     2.634,     1.038,
     3.904,     2.333,     0.740,
     2.370,     2.625,     0.260,
    15.024,    11.810,     1.826,
    14.172,    12.316,     1.692,
    14.814,    10.865,     2.077,
    15.703,    14.645,     4.944,
    16.394,    14.017,     4.586,
    14.919,    14.666,     4.324,
    15.365,     2.160,    10.324,
    16.039,     1.853,    10.996,
    14.862,     1.371,     9.972,
     1.170,     0.098,    12.853,
     0.186,    -0.074,    12.828,
     1.561,    -0.069,    11.948,
    14.817,     2.803,     1.186,
    15.345,     2.967,     2.019,
    14.757,     1.819,     1.018,
     0.977,     3.370,     3.210,
     0.672,     2.677,     3.864,
     1.695,     2.987,     2.629,
     0.084,     1.842,     5.128,
    -0.747,     2.032,     5.650,
     0.145,     0.861,     4.944,
     0.550,     4.079,     8.488,
    -0.229,     4.457,     7.989,
     0.266,     3.251,     8.972,
    15.586,     3.623,    14.352,
    15.338,     3.449,    15.304,
    16.525,     3.319,    14.191,
    14.337,     7.565,     0.299,
    13.388,     7.880,     0.289,
    14.416,     6.729,    -0.244,
     0.552,     6.081,     3.791,
    -0.419,     6.234,     3.976,
     0.706,     5.112,     3.599,
     2.364,     6.684,     5.744,
     3.199,     6.165,     5.562,
     1.717,     6.547,     4.994,
    15.449,     7.187,     8.576,
    14.639,     6.661,     8.317,
    16.165,     7.058,     7.890,
    14.868,     6.002,    13.643,
    13.898,     5.903,    13.424,
    15.249,     5.108,    13.883,
    15.614,    10.382,    15.071,
    15.769,    11.192,    15.636,
    15.045,     9.730,    15.572,
    15.301,     9.058,     2.303,
    16.043,     8.721,     2.883,
    15.103,     8.386,     1.590,
    15.245,     9.206,     5.231,
    15.815,     8.401,     5.394,
    14.674,     9.052,     4.424,
    15.103,     9.016,    10.452,
    15.517,     8.707,    11.308,
    15.274,     8.338,     9.737,
    15.741,     8.851,    12.913,
    15.637,     9.460,    13.700,
    15.378,     7.947,    13.142,
     1.578,     0.031,    15.529,
     2.564,    -0.088,    15.647,
     1.319,    -0.230,    14.599,
    13.785,    14.282,     2.946,
    14.164,    14.969,     2.327,
    13.304,    13.584,     2.415,
    14.158,    13.366,     7.881,
    14.716,    13.729,     7.135,
    13.309,    12.990,     7.510,
    15.389,    11.697,    10.001,
    15.234,    10.735,    10.227,
    14.963,    11.905,     9.121,
    15.652,    12.377,    12.623,
    16.616,    12.229,    12.844,
    15.484,    12.117,    11.672,
     4.318,    14.843,     0.017,
     4.279,    13.921,     0.401,
     4.551,    14.790,    -0.954,
     3.059,    13.795,     4.532,
     4.020,    13.531,     4.446,
     2.569,    13.547,     3.697,
     2.005,    14.704,     7.315,
     1.868,    14.069,     8.075,
     2.248,    14.191,     6.492,
     2.551,    15.327,    10.424,
     2.728,    14.364,    10.224,
     2.334,    15.810,     9.575,
     4.731,    15.566,    12.621,
     5.334,    16.066,    12.000,
     3.788,    15.630,    12.294,
     5.244,     2.045,    15.071,
     5.018,     1.140,    14.709,
     5.206,     2.718,    14.333,
     6.501,     0.228,     1.573,
     7.302,     0.265,     0.976,
     5.671,     0.219,     1.015,
     3.060,     3.814,     7.620,
     2.103,     3.960,     7.871,
     3.111,     3.488,     6.676,
     5.370,     4.851,     8.519,
     4.600,     4.427,     8.041,
     6.169,     4.860,     7.919,
     2.410,     2.656,    13.644,
