0	2.570358092	0.011352802
0.025	2.346326118	0.010098321
0.05	1.783978849	0.006624085
0.075	1.108298843	0.001475463
0.1	0.505862697	0.004745427
0.125	0.070073845	0.011302002
0.15	-0.184897829	0.017325595
0.175	-0.29150588	0.021747292
0.2	-0.299869981	0.023347697
0.225	-0.258221385	0.021354479
0.25	-0.20272496	0.016046657
0.275	-0.154681449	0.008936279
0.3	-0.122359102	0.002216286
0.325	-0.105181044	0.002401751
0.35	-0.098266887	0.004346553
0.375	-0.095802836	0.004009004
0.4	-0.092984362	0.002472225
0.425	-0.087078489	0.000972686
0.45	-0.077698168	0.000104645
0.475	-0.06620676	0.000373491
0.5	-0.054586593	0.000897309
0.525	-0.044381328	0.001410764
0.55	-0.03628653	0.001446737
0.575	-0.030101874	0.000600726
0.6	-0.025079394	0.001033281
0.625	-0.020614602	0.002824976
0.65	-0.016688419	0.004142465
0.675	-0.013665835	0.004840989
0.7	-0.011782156	0.0051914
0.725	-0.010898801	0.005392032
0.75	-0.010596216	0.005475873
0.775	-0.010461689	0.005501742
0.8	-0.010183831	0.005621854
0.825	-0.009545193	0.00581012
0.85	-0.008477178	0.005462192
0.875	-0.007088358	0.00370959
0.9	-0.005668324	0.000343827
0.925	-0.004744592	0.003769522
0.95	-0.004957543	0.007381257
0.975	-0.006708206	0.009761382
1	-0.009943351	0.010701147
1.025	-0.014120304	0.010255591
1.05	-0.018339208	0.008633759
1.075	-0.021695323	0.006042225
1.1	-0.023628102	0.002809137
1.125	-0.023930241	0.000558251
1.15	-0.022558246	0.003725849
1.175	-0.019638513	0.006670545
1.2	-0.015622438	0.009385044
1.225	-0.01128698	0.011567361
1.25	-0.007522156	0.012712788
1.275	-0.004989133	0.012401979
1.3	-0.003785236	0.010575674
1.325	-0.00342808	0.007612289
1.35	-0.003119984	0.004102085
1.375	-0.002177285	0.000616548
1.4	-0.000351498	0.002408949
1.425	0.002166043	0.004750815
1.45	0.00478026	0.00644091
1.475	0.006589269	0.007658413
1.5	0.006738619	0.008768753
1.525	0.004908002	0.010155642
1.55	0.001598245	0.011535385
1.575	-0.002052775	0.011887674
1.6	-0.004749603	0.010266785
1.625	-0.005592321	0.006529259
1.65	-0.004454363	0.001481058
1.675	-0.001936886	0.003554522
1.7	0.001050296	0.007281657
1.725	0.003642134	0.008903982
1.75	0.005191571	0.008450679
1.775	0.005528087	0.006788335
1.8	0.005006019	0.005182407
1.825	0.004110693	0.004573424
1.85	0.003178662	0.005053251
1.875	0.002415464	0.005874341
1.9	0.00204283	0.006238596
1.925	0.002235656	0.00597647
1.95	0.002908634	0.005337482
1.975	0.003667559	0.004486876
2	0.004140874	0.003342357
2.025	0.004339729	0.001608383
2.05	0.004369709	0.000877652
2.075	0.004095211	0.003885854
2.1	0.003319436	0.006979429
2.125	0.001977736	0.009605537
2.15	0.000145767	0.011084393
2.175	-0.002020781	0.010901682
2.2	-0.004281705	0.00899268
2.225	-0.006242931	0.005847657
2.25	-0.007496115	0.002521437
2.275	-0.007864808	0.000238729
2.3	-0.0074537	0.000500382
2.325	-0.006572685	0.000446414
2.35	-0.005546591	0.000913601
2.375	-0.004382986	0.002537842
2.4	-0.002773342	0.004780431
2.425	-0.00051668	0.006585952
2.45	0.002212716	0.007392923
2.475	0.004932571	0.007400342
2.5	0.006964345	0.007001206
2.525	0.007623881	0.006422297
2.55	0.006675491	0.005873531
2.575	0.00458418	0.005515827
2.6	0.00223482	0.005259127
2.625	0.000379109	0.004665769
2.65	-0.000677278	0.003076416
2.675	-0.00092788	9.27885E-05
2.7	-0.000475786	0.004006766
2.725	0.000299346	0.008360145
2.75	0.000753411	0.012074474
2.775	0.000414285	0.01465483
2.8	-0.000688122	0.016006582
2.825	-0.002088297	0.01622226
2.85	-0.003262645	0.015384175
2.875	-0.003874305	0.01363844
2.9	-0.003764445	0.01131536
2.925	-0.002872576	0.008992114
2.95	-0.001225564	0.007389866
2.975	0.000997356	0.006822627
3	0.003277969	0.006866115
3.025	0.00464969	0.006794601
3.05	0.004207905	0.006136695
3.075	0.001927912	0.004920408
3.1	-0.001249883	0.003607912
3.125	-0.004117008	0.002715126
3.15	-0.005898907	0.002494483
3.175	-0.006418218	0.002808425
3.2	-0.005862019	0.003151355
3.225	-0.004541548	0.002970134
3.25	-0.002774877	0.001992805
3.275	-0.000909293	0.000358227
3.3	0.000686153	0.001207674
3.325	0.001857301	0.001585051
3.35	0.002818211	0.000162996
3.375	0.003856044	0.002372712
3.4	0.004871507	0.004328185
3.425	0.005393876	0.004296768
3.45	0.005034973	0.002131409
3.475	0.00383346	0.001182858
3.5	0.002103537	0.004084346
3.525	0.000135609	0.005149931
3.55	-0.001919323	0.003721651
3.575	-0.003866551	0.000220026
3.6	-0.005260135	0.004022342
3.625	-0.005692737	0.007343701
3.65	-0.0051399	0.008488782
3.675	-0.003902444	0.007141387
3.7	-0.002461713	0.004063733
3.725	-0.001401188	0.000771533
3.75	-0.001295473	0.00131807
3.775	-0.002523996	0.001594383
3.8	-0.004896673	0.000166131
3.825	-0.007682522	0.002447997
3.85	-0.010013414	0.005338907
3.875	-0.011174406	0.007408484
3.9	-0.010836599	0.008058079
3.925	-0.009124074	0.007682192
3.95	-0.006556466	0.007312546
3.975	-0.003899292	0.007905271
4	-0.001755629	0.009731984
