1	0.001811018
2	0.007931996
3	-0.00714829
4	-0.004593378
5	0.000233705
6	-0.000993243
7	-0.009623056
8	-0.008760227
9	-0.002319131
10	0.001131023
11	-0.000281634
12	-0.004406507
13	0.01022776
14	-0.021376789
15	0.000755349
16	0.013025062
17	-0.010116115
18	-0.003391459
19	-0.008140571
20	-0.005017825
